Microrregião[1][2];Código;Municípios;Consultor;Estado
Campos de Lages;21;Painel;Carlos Longo;SC
Campos de Lages;22;Palmeira;Carlos Longo;SC
Campos de Lages;23;Rio Rufino;Carlos Longo;SC
Campos de Lages;24;São Joaquim;Carlos Longo;SC
Campos de Lages;25;São José do Cerrito;Carlos Longo;SC
Campos de Lages;26;Urubici;Carlos Longo;SC
Campos de Lages;27;Urupema;Carlos Longo;SC
Rio do Sul;11;Agronômica;Carlos Longo;SC
Rio do Sul;12;Aurora;Carlos Longo;SC
Rio do Sul;13;Braço do Trombudo;Carlos Longo;SC
Rio do Sul;14;Dona Emma;Carlos Longo;SC
Rio do Sul;15;Ibirama;Carlos Longo;SC
Rio do Sul;16;José Boiteux;Carlos Longo;SC
Rio do Sul;17;Laurentino;Carlos Longo;SC
Rio do Sul;18;Lontras;Carlos Longo;SC
Rio do Sul;19;Mirim Doce;Carlos Longo;SC
Rio do Sul;20;Pouso Redondo;Carlos Longo;SC
Rio do Sul;21;Presidente Getúlio;Carlos Longo;SC
Rio do Sul;22;Presidente Nereu;Carlos Longo;SC
Rio do Sul;23;Rio do Campo;Carlos Longo;SC
Rio do Sul;24;Rio do Oeste;Carlos Longo;SC
Rio do Sul;25;Rio do Sul;Carlos Longo;SC
Rio do Sul;26;Salete;Carlos Longo;SC
Rio do Sul;27;Taió;Carlos Longo;SC
Rio do Sul;28;Trombudo Central;Carlos Longo;SC
Rio do Sul;29;Vitor Meireles;Carlos Longo;SC
Rio do Sul;30;Witmarsum;Carlos Longo;SC
Blumenau;12;Apiúna;Carlos Longo;SC
Blumenau;13;Ascurra;Carlos Longo;SC
Blumenau;14;Benedito Novo;Carlos Longo;SC
Blumenau;15;Blumenau;Carlos Longo;SC
Blumenau;16;Botuverá;Carlos Longo;SC
Blumenau;17;Brusque;Carlos Longo;SC
Blumenau;18;Doutor Pedrinho;Carlos Longo;SC
Blumenau;19;Gaspar;Carlos Longo;SC
Blumenau;20;Guabiruba;Carlos Longo;SC
Blumenau;21;Indaial;Carlos Longo;SC
Blumenau;22;Luiz Alves;Carlos Longo;SC
Blumenau;23;Pomerode;Carlos Longo;SC
Blumenau;24;Rio dos Cedros;Carlos Longo;SC
Blumenau;25;Rodeio;Carlos Longo;SC
Blumenau;26;Timbó;Carlos Longo;SC
Itajaí;13;Balneário Camboriú;Carlos Longo;SC
Itajaí;14;Balneário Piçarras;Carlos Longo;SC
Itajaí;15;Barra Velha;Carlos Longo;SC
Itajaí;16;Bombinhas;Carlos Longo;SC
Itajaí;17;Camboriú;Carlos Longo;SC
Itajaí;18;Ilhota;Carlos Longo;SC
Itajaí;19;Itajaí;Carlos Longo;SC
Itajaí;20;Itapema;Carlos Longo;SC
Itajaí;21;Navegantes;Carlos Longo;SC
Itajaí;22;Penha;Carlos Longo;SC
Itajaí;23;Porto Belo;Carlos Longo;SC
Itajaí;24;São João do Itaperiú;Carlos Longo;SC
Ituporanga;14;Agrolândia;Carlos Longo;SC
Ituporanga;15;Atalanta;Carlos Longo;SC
Ituporanga;16;Chapadão do Lageado;Carlos Longo;SC
Ituporanga;17;Imbuia;Carlos Longo;SC
Ituporanga;18;Ituporanga;Carlos Longo;SC
Ituporanga;19;Petrolândia;Carlos Longo;SC
Ituporanga;20;Vidal Ramos;Carlos Longo;SC
Tijucas;15;Angelina;Carlos Longo;SC
Tijucas;16;Canelinha;Carlos Longo;SC
Tijucas;17;Leoberto Leal;Carlos Longo;SC
Tijucas;18;Major Gercino;Carlos Longo;SC
Tijucas;19;Nova Trento;Carlos Longo;SC
Tijucas;20;São João Batista;Carlos Longo;SC
Tijucas;21;Tijucas;Carlos Longo;SC
Florianópolis;16;Antônio Carlos;Carlos Longo;SC
Florianópolis;17;Biguaçu;Carlos Longo;SC
Florianópolis;18;Florianópolis;Carlos Longo;SC
Florianópolis;19;Governador Celso Ramos;Carlos Longo;SC
Florianópolis;20;Palhoça;Carlos Longo;SC
Florianópolis;21;Paulo Lopes;Carlos Longo;SC
Florianópolis;22;Santo Amaro da Imperatriz;Carlos Longo;SC
Florianópolis;23;São José;Carlos Longo;SC
Florianópolis;24;São Pedro de Alcântara;Carlos Longo;SC
Tabuleiro;17;Águas Mornas;Carlos Longo;SC
Tabuleiro;18;Alfredo Wagner;Carlos Longo;SC
Tabuleiro;19;Anitápolis;Carlos Longo;SC
Tabuleiro;20;Rancho Queimado;Carlos Longo;SC
Tabuleiro;21;São Bonifácio;Carlos Longo;SC
Tubarão;18;Armazém;Carlos Longo;SC
Tubarão;19;Braço do Norte;Carlos Longo;SC
Tubarão;20;Capivari de Baixo;Carlos Longo;SC
Tubarão;21;Garopaba;Carlos Longo;SC
Tubarão;22;Grão-Pará;Carlos Longo;SC
Tubarão;23;Gravatal;Carlos Longo;SC
Tubarão;24;Imaruí;Carlos Longo;SC
Tubarão;25;Imbituba;Carlos Longo;SC
Tubarão;26;Jaguaruna;Carlos Longo;SC
Tubarão;27;Laguna;Carlos Longo;SC
Tubarão;28;Orleans;Carlos Longo;SC
Tubarão;29;Pedras Grandes;Carlos Longo;SC
Tubarão;30;Pescaria Brava;Carlos Longo;SC
Tubarão;31;Rio Fortuna;Carlos Longo;SC
Tubarão;32;Sangão;Carlos Longo;SC
Tubarão;33;Santa Rosa de Lima;Carlos Longo;SC
Tubarão;34;São Ludgero;Carlos Longo;SC
Tubarão;35;São Martinho;Carlos Longo;SC
Tubarão;36;Treze de Maio;Carlos Longo;SC
Tubarão;37;Tubarão;Carlos Longo;SC
Criciúma;19;Balneário Rincão;Carlos Longo;SC
Criciúma;20;Cocal do Sul;Carlos Longo;SC
Criciúma;21;Criciúma;Carlos Longo;SC
Criciúma;22;Forquilhinha;Carlos Longo;SC
Criciúma;23;Içara;Carlos Longo;SC
Criciúma;24;Lauro Müller;Carlos Longo;SC
Criciúma;25;Morro da Fumaça;Carlos Longo;SC
Criciúma;26;Nova Veneza;Carlos Longo;SC
Criciúma;27;Siderópolis;Carlos Longo;SC
Criciúma;28;Treviso;Carlos Longo;SC
Criciúma;29;Urussanga;Carlos Longo;SC
Araranguá;20;Araranguá;Carlos Longo;SC
Araranguá;21;Balneário Arroio do Silva;Carlos Longo;SC
Araranguá;22;Balneário Gaivota;Carlos Longo;SC
Araranguá;23;Ermo;Carlos Longo;SC
Araranguá;24;Jacinto Machado;Carlos Longo;SC
Araranguá;25;Maracajá;Carlos Longo;SC
Araranguá;26;Meleiro;Carlos Longo;SC
Araranguá;27;Morro Grande;Carlos Longo;SC
Araranguá;28;Passo de Torres;Carlos Longo;SC
Araranguá;29;Praia Grande;Carlos Longo;SC
Araranguá;30;Santa Rosa do Sul;Carlos Longo;SC
Araranguá;31;São João do Sul;Carlos Longo;SC
Araranguá;32;Sombrio;Carlos Longo;SC
Araranguá;33;Timbé do Sul;Carlos Longo;SC
Araranguá;34;Turvo;Carlos Longo;SC
-;-;Alto Paraná;André Vagetti;PR
-;-;Amaporã;André Vagetti;PR
-;-;Cruzeiro do Sul;André Vagetti;PR
-;-;Diamante do Norte;André Vagetti;PR
-;-;Guairaçá;André Vagetti;PR
-;-;Inajá;André Vagetti;PR
-;-;Itaúna do Sul;André Vagetti;PR
-;-;Jardim Olinda;André Vagetti;PR
-;-;Loanda;André Vagetti;PR
-;-;Marilena;André Vagetti;PR
-;-;Mirador;André Vagetti;PR
-;-;Nova Aliança do Ivaí;André Vagetti;PR
-;-;Nova Londrina;André Vagetti;PR
-;-;Paraíso do Norte;André Vagetti;PR
-;-;Paranacity;André Vagetti;PR
-;-;Paranapoema;André Vagetti;PR
-;-;Paranavaí;André Vagetti;PR
-;-;Planaltina do Paraná;André Vagetti;PR
-;-;Porto Rico;André Vagetti;PR
-;-;Querência do Norte;André Vagetti;PR
-;-;Santa Cruz de Monte Castelo;André Vagetti;PR
-;-;Santa Isabel do Ivaí;André Vagetti;PR
-;-;Santa Mônica;André Vagetti;PR
-;-;Santo Antônio do Caiuá;André Vagetti;PR
-;-;São Carlos do Ivaí;André Vagetti;PR
-;-;São João do Caiuá;André Vagetti;PR
-;-;São Pedro do Paraná;André Vagetti;PR
-;-;Tamboara;André Vagetti;PR
-;-;Terra Rica;André Vagetti;PR
-;-;Alto Paraíso;André Vagetti;PR
-;-;Alto Piquiri;André Vagetti;PR
-;-;Altônia;André Vagetti;PR
-;-;Brasilândia do Sul;André Vagetti;PR
-;-;Cafezal do Sul;André Vagetti;PR
-;-;Cruzeiro do Oeste;André Vagetti;PR
-;-;Douradina;André Vagetti;PR
-;-;Esperança Nova;André Vagetti;PR
-;-;Francisco Alves;André Vagetti;PR
-;-;Icaraíma;André Vagetti;PR
-;-;Iporã;André Vagetti;PR
-;-;Ivaté;André Vagetti;PR
-;-;Maria Helena;André Vagetti;PR
-;-;Mariluz;André Vagetti;PR
-;-;Nova Olímpia;André Vagetti;PR
-;-;Perobal;André Vagetti;PR
-;-;Pérola;André Vagetti;PR
-;-;São Jorge do Patrocínio;André Vagetti;PR
-;-;Tapira;André Vagetti;PR
-;-;Umuarama;André Vagetti;PR
-;-;Xambrê;André Vagetti;PR
-;-;Cianorte;André Vagetti;PR
-;-;Cidade Gaúcha;André Vagetti;PR
-;-;Guaporema;André Vagetti;PR
-;-;Indianópolis;André Vagetti;PR
-;-;Japurá;André Vagetti;PR
-;-;Jussara;André Vagetti;PR
-;-;Rondon;André Vagetti;PR
-;-;São Manoel do Paraná;André Vagetti;PR
-;-;São Tomé;André Vagetti;PR
-;-;Tapejara;André Vagetti;PR
-;-;Tuneiras do Oeste;André Vagetti;PR
-;-;Altamira do Paraná;André Vagetti;PR
-;-;Boa Esperança;André Vagetti;PR
-;-;Campina da Lagoa;André Vagetti;PR
-;-;Goioerê;André Vagetti;PR
-;-;Janiópolis;André Vagetti;PR
-;-;Juranda;André Vagetti;PR
-;-;Moreira Sales;André Vagetti;PR
-;-;Nova Cantu;André Vagetti;PR
-;-;Quarto Centenário;André Vagetti;PR
-;-;Rancho Alegre d'Oeste;André Vagetti;PR
-;-;Ubiratã;André Vagetti;PR
-;-;Araruna;André Vagetti;PR
-;-;Barbosa Ferraz;André Vagetti;PR
-;-;Campo Mourão;André Vagetti;PR
-;-;Corumbataí do Sul;André Vagetti;PR
-;-;Engenheiro Beltrão;André Vagetti;PR
-;-;Farol;André Vagetti;PR
-;-;Fênix;André Vagetti;PR
-;-;Iretama;André Vagetti;PR
-;-;Luiziana;André Vagetti;PR
-;-;Mamborê;André Vagetti;PR
-;-;Peabiru;André Vagetti;PR
-;-;Quinta do Sol;André Vagetti;PR
-;-;Roncador;André Vagetti;PR
-;-;Terra Boa;André Vagetti;PR
-;-;Ângulo;André Vagetti;PR
-;-;Astorga;André Vagetti;PR
-;-;Atalaia;André Vagetti;PR
-;-;Cafeara;André Vagetti;PR
-;-;Centenário do Sul;André Vagetti;PR
-;-;Colorado;André Vagetti;PR
-;-;Flórida;André Vagetti;PR
-;-;Guaraci;André Vagetti;PR
-;-;Iguaraçu;André Vagetti;PR
-;-;Itaguajé;André Vagetti;PR
-;-;Jaguapitã;André Vagetti;PR
-;-;Lobato;André Vagetti;PR
-;-;Lupionópolis;André Vagetti;PR
-;-;Mandaguaçu;André Vagetti;PR
-;-;Munhoz de Mello;André Vagetti;PR
-;-;Nossa Senhora das Graças;André Vagetti;PR
-;-;Nova Esperança;André Vagetti;PR
-;-;Presidente Castelo Branco;André Vagetti;PR
-;-;Santa Fé;André Vagetti;PR
-;-;Santa Inês;André Vagetti;PR
-;-;Santo Inácio;André Vagetti;PR
-;-;Uniflor;André Vagetti;PR
-;-;Alvorada do Sul;André Vagetti;PR
-;-;Bela Vista do Paraíso;André Vagetti;PR
-;-;Florestópolis;André Vagetti;PR
-;-;Miraselva;André Vagetti;PR
-;-;Porecatu;André Vagetti;PR
-;-;Prado Ferreira;André Vagetti;PR
-;-;Primeiro de Maio;André Vagetti;PR
-;-;Sertanópolis;André Vagetti;PR
-;-;Doutor Camargo;André Vagetti;PR
-;-;Floraí;André Vagetti;PR
-;-;Floresta;André Vagetti;PR
-;-;Itambé;André Vagetti;PR
-;-;Ivatuba;André Vagetti;PR
-;-;Ourizona;André Vagetti;PR
-;-;São Jorge do Ivaí;André Vagetti;PR
-;-;Mandaguari;André Vagetti;PR
-;-;Marialva;André Vagetti;PR
-;-;Maringá;André Vagetti;PR
-;-;Paiçandu;André Vagetti;PR
-;-;Sarandi;André Vagetti;PR
-;-;Apucarana;André Vagetti;PR
-;-;Arapongas;André Vagetti;PR
-;-;Califórnia;André Vagetti;PR
-;-;Cambira;André Vagetti;PR
-;-;Jandaia do Sul;André Vagetti;PR
-;-;Marilândia do Sul;André Vagetti;PR
-;-;Mauá da Serra;André Vagetti;PR
-;-;Novo Itacolomi;André Vagetti;PR
-;-;Sabáudia;André Vagetti;PR
-;-;Cambé;André Vagetti;PR
-;-;Ibiporã;André Vagetti;PR
-;-;Londrina;André Vagetti;PR
-;-;Pitangueiras;André Vagetti;PR
-;-;Rolândia;André Vagetti;PR
-;-;Tamarana;André Vagetti;PR
-;-;Bom Sucesso;André Vagetti;PR
-;-;Borrazópolis;André Vagetti;PR
-;-;Cruzmaltina;André Vagetti;PR
-;-;Faxinal;André Vagetti;PR
-;-;Kaloré;André Vagetti;PR
-;-;Marumbi;André Vagetti;PR
-;-;Rio Bom;André Vagetti;PR
-;-;Arapuã;André Vagetti;PR
-;-;Ariranha do Ivaí;André Vagetti;PR
-;-;Cândido de Abreu;André Vagetti;PR
-;-;Godoy Moreira;André Vagetti;PR
-;-;Grandes Rios;André Vagetti;PR
-;-;Ivaiporã;André Vagetti;PR
-;-;Jardim Alegre;André Vagetti;PR
-;-;Lidianópolis;André Vagetti;PR
-;-;Lunardelli;André Vagetti;PR
-;-;Manoel Ribas;André Vagetti;PR
-;-;Nova Tebas;André Vagetti;PR
-;-;Rio Branco do Ivaí;André Vagetti;PR
-;-;Rosário do Ivaí;André Vagetti;PR
-;-;São João do Ivaí;André Vagetti;PR
-;-;São Pedro do Ivaí;André Vagetti;PR
-;-;Assaí;André Vagetti;PR
-;-;Jataizinho;André Vagetti;PR
-;-;Nova Santa Bárbara;André Vagetti;PR
-;-;Rancho Alegre;André Vagetti;PR
-;-;Santa Cecília do Pavão;André Vagetti;PR
-;-;São Jerônimo da Serra;André Vagetti;PR
-;-;São Sebastião da Amoreira;André Vagetti;PR
-;-;Uraí;André Vagetti;PR
-;-;Abatiá;André Vagetti;PR
-;-;Andirá;André Vagetti;PR
-;-;Bandeirantes;André Vagetti;PR
-;-;Congonhinhas;André Vagetti;PR
-;-;Cornélio Procópio;André Vagetti;PR
-;-;Itambaracá;André Vagetti;PR
-;-;Leópolis;André Vagetti;PR
-;-;Nova América da Colina;André Vagetti;PR
-;-;Nova Fátima;André Vagetti;PR
-;-;Santa Amélia;André Vagetti;PR
-;-;Santa Mariana;André Vagetti;PR
-;-;Santo Antônio do Paraíso;André Vagetti;PR
-;-;Sertaneja;André Vagetti;PR
-;-;Ribeirão do Pinhal;André Vagetti;PR
-;-;Barra do Jacaré;André Vagetti;PR
-;-;Cambará;André Vagetti;PR
-;-;Jacarezinho;André Vagetti;PR
-;-;Jundiaí do Sul;André Vagetti;PR
-;-;Ribeirão Claro;André Vagetti;PR
-;-;Santo Antônio da Platina;André Vagetti;PR
-;-;Conselheiro Mairinck;André Vagetti;PR
-;-;Curiúva;André Vagetti;PR
-;-;Figueira;André Vagetti;PR
-;-;Ibaiti;André Vagetti;PR
-;-;Jaboti;André Vagetti;PR
-;-;Japira;André Vagetti;PR
-;-;Pinhalão;André Vagetti;PR
-;-;Sapopema;André Vagetti;PR
-;-;Carlópolis;André Vagetti;PR
-;-;Guapirama;André Vagetti;PR
-;-;Joaquim Távora;André Vagetti;PR
-;-;Quatiguá;André Vagetti;PR
-;-;Salto do Itararé;André Vagetti;PR
-;-;Santana do Itararé;André Vagetti;PR
-;-;São José da Boa Vista;André Vagetti;PR
-;-;Siqueira Campos;André Vagetti;PR
-;-;Tomazina;André Vagetti;PR
-;-;Wenceslau Braz;André Vagetti;PR
-;-;Imbaú;Cristiano Lara;PR
-;-;Ortigueira;Cristiano Lara;PR
-;-;Reserva;Cristiano Lara;PR
-;-;Telêmaco Borba;Cristiano Lara;PR
-;-;Tibagi;Cristiano Lara;PR
-;-;Ventania;Cristiano Lara;PR
-;-;Arapoti;Cristiano Lara;PR
-;-;Jaguariaíva;Cristiano Lara;PR
-;-;Piraí do Sul;Cristiano Lara;PR
-;-;Sengés;Cristiano Lara;PR
-;-;Carambeí;Cristiano Lara;PR
-;-;Castro;Cristiano Lara;PR
-;-;Palmeira;Cristiano Lara;PR
-;-;Ponta Grossa;Cristiano Lara;PR
-;-;Assis Chateaubriand;André Vagetti;PR
-;-;Diamante d'Oeste;André Vagetti;PR
-;-;Entre Rios do Oeste;André Vagetti;PR
-;-;Formosa do Oeste;André Vagetti;PR
-;-;Guaíra;André Vagetti;PR
-;-;Iracema do Oeste;André Vagetti;PR
-;-;Jesuítas;André Vagetti;PR
-;-;Marechal Cândido Rondon;André Vagetti;PR
-;-;Maripá;André Vagetti;PR
-;-;Mercedes;André Vagetti;PR
-;-;Nova Santa Rosa;André Vagetti;PR
-;-;Ouro Verde do Oeste;André Vagetti;PR
-;-;Palotina;André Vagetti;PR
-;-;Pato Bragado;André Vagetti;PR
-;-;Quatro Pontes;André Vagetti;PR
-;-;Santa Helena;André Vagetti;PR
-;-;São José das Palmeiras;André Vagetti;PR
-;-;São Pedro do Iguaçu;André Vagetti;PR
-;-;Terra Roxa;André Vagetti;PR
-;-;Toledo;André Vagetti;PR
-;-;Tupãssi;André Vagetti;PR
-;-;Anahy;André Vagetti;PR
-;-;Boa Vista da Aparecida;André Vagetti;PR
-;-;Braganey;André Vagetti;PR
-;-;Cafelândia;André Vagetti;PR
-;-;Campo Bonito;André Vagetti;PR
-;-;Capitão Leônidas Marques;André Vagetti;PR
-;-;Cascavel;André Vagetti;PR
-;-;Catanduvas;André Vagetti;PR
-;-;Corbélia;André Vagetti;PR
-;-;Diamante do Sul;André Vagetti;PR
-;-;Guaraniaçu;André Vagetti;PR
-;-;Ibema;André Vagetti;PR
-;-;Iguatu;André Vagetti;PR
-;-;Lindoeste;André Vagetti;PR
-;-;Nova Aurora;André Vagetti;PR
-;-;Santa Lúcia;André Vagetti;PR
-;-;Santa Tereza do Oeste;André Vagetti;PR
-;-;Três Barras do Paraná;André Vagetti;PR
-;-;Céu Azul;André Vagetti;PR
-;-;Foz do Iguaçu;André Vagetti;PR
-;-;Itaipulândia;André Vagetti;PR
-;-;Matelândia;André Vagetti;PR
-;-;Medianeira;André Vagetti;PR
-;-;Missal;André Vagetti;PR
-;-;Ramilândia;André Vagetti;PR
-;-;Santa Terezinha de Itaipu;André Vagetti;PR
-;-;São Miguel do Iguaçu;André Vagetti;PR
-;-;Serranópolis do Iguaçu;André Vagetti;PR
-;-;Vera Cruz do Oeste;André Vagetti;PR
-;-;Ampére;André Vagetti;PR
-;-;Bela Vista da Caroba;André Vagetti;PR
-;-;Capanema;André Vagetti;PR
-;-;Pérola d'Oeste;André Vagetti;PR
-;-;Planalto;André Vagetti;PR
-;-;Pranchita;André Vagetti;PR
-;-;Realeza;André Vagetti;PR
-;-;Santa Izabel do Oeste;André Vagetti;PR
-;-;Barracão;André Vagetti;PR
-;-;Boa Esperança do Iguaçu;André Vagetti;PR
-;-;Bom Jesus do Sul;André Vagetti;PR
-;-;Cruzeiro do Iguaçu;André Vagetti;PR
-;-;Dois Vizinhos;André Vagetti;PR
-;-;Enéas Marques;André Vagetti;PR
-;-;Flor da Serra do Sul;André Vagetti;PR
-;-;Francisco Beltrão;André Vagetti;PR
-;-;Manfrinópolis;André Vagetti;PR
-;-;Marmeleiro;André Vagetti;PR
-;-;Nova Esperança do Sudoeste;André Vagetti;PR
-;-;Nova Prata do Iguaçu;André Vagetti;PR
-;-;Pinhal de São Bento;André Vagetti;PR
-;-;Renascença;André Vagetti;PR
-;-;Salgado Filho;André Vagetti;PR
-;-;Salto do Lontra;André Vagetti;PR
-;-;Santo Antônio do Sudoeste;André Vagetti;PR
-;-;São Jorge d'Oeste;André Vagetti;PR
-;-;Verê;André Vagetti;PR
-;-;Bom Sucesso do Sul;André Vagetti;PR
-;-;Chopinzinho;André Vagetti;PR
-;-;Coronel Vivida;André Vagetti;PR
-;-;Itapejara d'Oeste;André Vagetti;PR
-;-;Mariópolis;André Vagetti;PR
-;-;Pato Branco;André Vagetti;PR
-;-;São João;André Vagetti;PR
-;-;Saudade do Iguaçu;André Vagetti;PR
-;-;Sulina;André Vagetti;PR
-;-;Vitorino;André Vagetti;PR
-;-;Boa Ventura de São Roque;Cristiano Lara;PR
-;-;Laranjal;Cristiano Lara;PR
-;-;Mato Rico;Cristiano Lara;PR
-;-;Palmital;Cristiano Lara;PR
-;-;Pitanga;Cristiano Lara;PR
-;-;Santa Maria do Oeste;Cristiano Lara;PR
-;-;Campina do Simão;Cristiano Lara;PR
-;-;Candói;Cristiano Lara;PR
-;-;Cantagalo;Cristiano Lara;PR
-;-;Espigão Alto do Iguaçu;Cristiano Lara;PR
-;-;Foz do Jordão;Cristiano Lara;PR
-;-;Goioxim;Cristiano Lara;PR
-;-;Guarapuava;Cristiano Lara;PR
-;-;Inácio Martins;Cristiano Lara;PR
-;-;Laranjeiras do Sul;Cristiano Lara;PR
-;-;Marquinho;Cristiano Lara;PR
-;-;Nova Laranjeiras;Cristiano Lara;PR
-;-;Pinhão;Cristiano Lara;PR
-;-;Porto Barreiro;Cristiano Lara;PR
-;-;Quedas do Iguaçu;Cristiano Lara;PR
-;-;Reserva do Iguaçu;Cristiano Lara;PR
-;-;Rio Bonito do Iguaçu;Cristiano Lara;PR
-;-;Turvo;Cristiano Lara;PR
-;-;Virmond;Cristiano Lara;PR
-;-;Clevelândia;Cristiano Lara;PR
-;-;Coronel Domingos Soares;Cristiano Lara;PR
-;-;Honório Serpa;Cristiano Lara;PR
-;-;Mangueirinha;Cristiano Lara;PR
-;-;Palmas;Cristiano Lara;PR
-;-;Fernandes Pinheiro;Cristiano Lara;PR
-;-;Guamiranga;Cristiano Lara;PR
-;-;Imbituva;Cristiano Lara;PR
-;-;Ipiranga;Cristiano Lara;PR
-;-;Ivaí;Cristiano Lara;PR
-;-;Prudentópolis;Cristiano Lara;PR
-;-;Teixeira Soares;Cristiano Lara;PR
-;-;Irati;Cristiano Lara;PR
-;-;Mallet;Cristiano Lara;PR
-;-;Rebouças;Cristiano Lara;PR
-;-;Rio Azul;Cristiano Lara;PR
-;-;Bituruna;Cristiano Lara;PR
-;-;Cruz Machado;Cristiano Lara;PR
-;-;General Carneiro;Cristiano Lara;PR
-;-;Paula Freitas;Cristiano Lara;PR
-;-;Paulo Frontin;Cristiano Lara;PR
-;-;Porto Vitória;Cristiano Lara;PR
-;-;União da Vitória;Cristiano Lara;PR
-;-;Antônio Olinto;Cristiano Lara;PR
-;-;São João do Triunfo;Cristiano Lara;PR
-;-;São Mateus do Sul;Cristiano Lara;PR
-;-;Adrianópolis;Cristiano Lara;PR
-;-;Cerro Azul;Cristiano Lara;PR
-;-;Doutor Ulysses;Cristiano Lara;PR
-;-;Lapa;Cristiano Lara;PR
-;-;Porto Amazonas;Cristiano Lara;PR
-;-;Almirante Tamandaré;Cristiano Lara;PR
-;-;Araucária;Cristiano Lara;PR
-;-;Balsa Nova;Cristiano Lara;PR
-;-;Bocaiúva do Sul;Cristiano Lara;PR
-;-;Campina Grande do Sul;Cristiano Lara;PR
-;-;Campo Largo;Cristiano Lara;PR
-;-;Campo Magro;Cristiano Lara;PR
-;-;Colombo;Cristiano Lara;PR
-;-;Contenda;Cristiano Lara;PR
-;-;Curitiba;Cristiano Lara;PR
-;-;Fazenda Rio Grande;Cristiano Lara;PR
-;-;Itaperuçu;Cristiano Lara;PR
-;-;Mandirituba;Cristiano Lara;PR
-;-;Pinhais;Cristiano Lara;PR
-;-;Piraquara;Cristiano Lara;PR
-;-;Quatro Barras;Cristiano Lara;PR
-;-;Rio Branco do Sul;Cristiano Lara;PR
-;-;São José dos Pinhais;Cristiano Lara;PR
-;-;Tunas do Paraná;Cristiano Lara;PR
-;-;Antonina;Cristiano Lara;PR
-;-;Guaraqueçaba;Cristiano Lara;PR
-;-;Guaratuba;Cristiano Lara;PR
-;-;Matinhos;Cristiano Lara;PR
-;-;Morretes;Cristiano Lara;PR
-;-;Paranaguá;Cristiano Lara;PR
-;-;Pontal do Paraná;Cristiano Lara;PR
-;-;Agudos do Sul;Cristiano Lara;PR
-;-;Campo do Tenente;Cristiano Lara;PR
-;-;Piên;Cristiano Lara;PR
-;-;Quitandinha;Cristiano Lara;PR
-;-;Rio Negro;Cristiano Lara;PR
-;-;Tijucas do Sul;Cristiano Lara;PR
